#t 	 x1 	 y1 	 z1 	 x2 	 y2 	 z2 	 z1 	 z2 	 x3 	 y3 	 z3 	 x4 	 y4 	 z4 
0.96	-0.191503	-0.113297	0	-0.294421	0.719313	0	0.294421	-0.719313	0	0.191503	0.113297	0
0.98	0.301062	0.0657547	0	-0.381441	0.708688	0	0.381441	-0.708688	0	-0.301062	-0.0657547	0
1	0.774255	0.244638	0	-0.409741	0.594213	0	0.409741	-0.594213	0	-0.774255	-0.244638	0
1.02	1.07822	0.380757	0	-0.36857	0.403828	0	0.36857	-0.403828	0	-1.07822	-0.380757	0
1.04	0.948749	0.37698	0	-0.260752	0.179883	0	0.260752	-0.179883	0	-0.948749	-0.37698	0
1.06	0.522202	0.263171	0	-0.121333	-0.048416	0	0.121333	0.048416	0	-0.522202	-0.263171	0
1.08	0.044026	0.12638	0	0.0232297	-0.275365	0	-0.0232297	0.275365	0	-0.044026	-0.12638	0
1.1	-0.435096	-0.0118844	0	0.167223	-0.49884	0	-0.167223	0.49884	0	0.435096	0.0118844	0
1.12	-0.884928	-0.150085	0	0.297629	-0.693187	0	-0.297629	0.693187	0	0.884928	0.150085	0
1.14	-1.10463	-0.259254	0	0.363161	-0.778186	0	-0.363161	0.778186	0	1.10463	0.259254	0
1.16	-0.87043	-0.281628	0	0.319602	-0.689659	0	-0.319602	0.689659	0	0.87043	0.281628	0
1.18	-0.401836	-0.241323	0	0.21327	-0.48987	0	-0.21327	0.48987	0	0.401836	0.241323	0
1.2	0.0967177	-0.186987	0	0.0935457	-0.259468	0	-0.0935457	0.259468	0	-0.0967177	0.186987	0
1.22	0.593359	-0.130316	0	-0.0275912	-0.0252935	0	0.0275912	0.0252935	0	-0.593359	0.130316	0
1.24	1.02948	-0.0643105	0	-0.146299	0.208292	0	0.146299	-0.208292	0	-1.02948	0.0643105	0
1.26	1.1415	0.0218475	0	-0.240043	0.429885	0	0.240043	-0.429885	0	-1.1415	-0.0218475	0
1.28	0.801451	0.112786	0	-0.281002	0.612294	0	0.281002	-0.612294	0	-0.801451	-0.112786	0
1.3	0.292442	0.195012	0	-0.276168	0.725369	0	0.276168	-0.725369	0	-0.292442	-0.195012	0
